Match Name,Match ID,Player ID,Player Username,Team Name,beatmap ID,Map Name,Mod Used,Star Rating,Score,Accuracy,Combo,Max Combo,Player Rank,Player PP,Player playcount,Aim Difficulty,Speed Difficulty,300s count,100s count,50s count,Miss Count
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,2510762,Sakura no Uta,,6.33815,143404,88.51%,163,1299,79401,4569.97,23159,3.30298,2.69249,797,82,9,45
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,2510762,Sakura no Uta,,6.33815,77863,82.89%,123,1299,30050,6126.34,64570,3.30298,2.69249,742,75,38,78
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,3650832,Youyoumu ~ Run or Dash,,6.44149,402915,96.78%,592,1476,357,13101,114878,3.05678,3.10891,1196,20,8,20
MRC: Qualifier Lobby L9,103597174,12058601,Squinkiezi,El Gato,3650832,Youyoumu ~ Run or Dash,,6.44149,343601,95.39%,529,1476,7978,8151.81,35536,3.05678,3.10891,1171,41,12,20
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,3650832,Youyoumu ~ Run or Dash,,6.44149,474298,97.01%,797,1476,4394,9095.51,58629,3.05678,3.10891,1195,30,11,8
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,3650832,Youyoumu ~ Run or Dash,,6.44149,200811,88.17%,509,1476,72088,4730.08,56571,3.05678,3.10891,1065,76,39,64
MRC: Qualifier Lobby L9,103597174,19560277,beastytg,just for fun,3650832,Youyoumu ~ Run or Dash,,6.44149,38983,72.20%,156,1476,26498,6326.39,65228,3.05678,3.10891,825,169,101,149
MRC: Qualifier Lobby L9,103597174,9728880,Gore_,El Gato,3650832,Youyoumu ~ Run or Dash,,6.44149,523037,98.24%,795,1476,5768,8650.72,46531,3.05678,3.10891,1214,23,3,4
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,3650832,Youyoumu ~ Run or Dash,,6.44149,174070,86.05%,464,1476,29639,6145.98,31450,3.05678,3.10891,1001,201,15,27
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,3650832,Youyoumu ~ Run or Dash,,6.44149,438287,97.39%,634,1476,592,12331.5,192487,3.05678,3.10891,1203,18,15,8
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,3650832,Youyoumu ~ Run or Dash,,6.44149,12746,51.34%,89,1476,79401,4569.97,23159,3.05678,3.10891,509,305,165,264
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,3650832,Youyoumu ~ Run or Dash,,6.44149,18676,55.91%,106,1476,30050,6126.34,64570,3.05678,3.10891,536,399,159,150
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,3239350,Beast (Vorso Remix),,5.90475,729780,97.57%,1215,1532,357,13101,114878,2.96287,2.67198,892,31,1,1
MRC: Qualifier Lobby L9,103597174,12058601,Squinkiezi,El Gato,3239350,Beast (Vorso Remix),,5.90475,443618,95.44%,786,1532,7978,8151.81,35536,2.96287,2.67198,864,56,1,4
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,3239350,Beast (Vorso Remix),,5.90475,680897,96.76%,1211,1532,4394,9095.51,58629,2.96287,2.67198,881,42,0,2
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,3239350,Beast (Vorso Remix),,5.90475,218781,92.94%,245,1532,72088,4730.08,56571,2.96287,2.67198,841,46,20,18
MRC: Qualifier Lobby L9,103597174,2892260,Maytide,just for fun,3239350,Beast (Vorso Remix),,5.90475,330143,86.36%,771,1532,33339,5966.19,46451,2.96287,2.67198,740,171,11,3
MRC: Qualifier Lobby L9,103597174,9728880,Gore_,El Gato,3239350,Beast (Vorso Remix),,5.90475,372362,96.40%,552,1532,5768,8650.72,46531,2.96287,2.67198,877,42,4,2
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,3239350,Beast (Vorso Remix),,5.90475,335746,94.23%,458,1532,29639,6145.98,31450,2.96287,2.67198,848,68,6,3
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,3239350,Beast (Vorso Remix),,5.90475,644091,97.96%,1010,1532,592,12331.5,192487,2.96287,2.67198,897,27,1,0
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,3239350,Beast (Vorso Remix),,5.90475,129179,85.26%,286,1532,79401,4569.97,23159,2.96287,2.67198,741,131,24,29
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,3239350,Beast (Vorso Remix),,5.90475,57042,75.66%,145,1532,30050,6126.34,64570,2.96287,2.67198,618,224,43,40
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,3634861,Feel Good Inc.,,5.11464,509388,94.53%,607,1169,357,13101,114878,2.63009,2.22698,653,53,3,1
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,3634861,Feel Good Inc.,,5.11464,694528,94.15%,1023,1169,4394,9095.51,58629,2.63009,2.22698,649,57,3,1
MRC: Qualifier Lobby L9,103597174,12058601,Squinkiezi,El Gato,3634861,Feel Good Inc.,,5.11464,396520,94.98%,533,1169,7978,8151.81,35536,2.63009,2.22698,660,41,4,5
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,3634861,Feel Good Inc.,,5.11464,60198,73.99%,172,1169,72088,4730.08,56571,2.63009,2.22698,461,172,42,35
MRC: Qualifier Lobby L9,103597174,2892260,Maytide,just for fun,3634861,Feel Good Inc.,,5.11464,152065,85.40%,227,1169,33339,5966.19,46451,2.63009,2.22698,562,126,14,8
MRC: Qualifier Lobby L9,103597174,9728880,Gore_,El Gato,3634861,Feel Good Inc.,,5.11464,393681,93.03%,562,1169,5768,8650.72,46531,2.63009,2.22698,638,64,7,1
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,3634861,Feel Good Inc.,,5.11464,93235,82.21%,175,1169,29639,6145.98,31450,2.63009,2.22698,538,123,28,21
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,3634861,Feel Good Inc.,,5.11464,428619,97.09%,441,1169,592,12331.5,192487,2.63009,2.22698,681,24,2,3
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,3634861,Feel Good Inc.,,5.11464,226469,90.73%,349,1169,79401,4569.97,23159,2.63009,2.22698,618,72,13,7
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,3634861,Feel Good Inc.,,5.11464,52861,74.67%,125,1169,30050,6126.34,64570,2.63009,2.22698,464,182,33,31
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,3193407,Negai no Hana,,5.8634,676528,97.53%,966,1554,357,13101,114878,2.93195,2.66612,974,36,0,1
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,3193407,Negai no Hana,,5.8634,525840,96.87%,774,1554,4394,9095.51,58629,2.93195,2.66612,965,43,0,3
MRC: Qualifier Lobby L9,103597174,12835025,txFPS,El Gato,3193407,Negai no Hana,,5.8634,356026,92.78%,597,1554,11584,7602.95,45144,2.93195,2.66612,905,99,0,7
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,3193407,Negai no Hana,,5.8634,85079,82.16%,165,1554,72088,4730.08,56571,2.93195,2.66612,764,186,28,33
MRC: Qualifier Lobby L9,103597174,2892260,Maytide,just for fun,3193407,Negai no Hana,,5.8634,319946,90.45%,635,1554,33339,5966.19,46451,2.93195,2.66612,868,138,3,2
MRC: Qualifier Lobby L9,103597174,9728880,Gore_,El Gato,3193407,Negai no Hana,,5.8634,380500,95.66%,381,1554,5768,8650.72,46531,2.93195,2.66612,947,60,1,3
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,3193407,Negai no Hana,,5.8634,237881,93.62%,185,1554,29639,6145.98,31450,2.93195,2.66612,926,56,11,18
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,3193407,Negai no Hana,,5.8634,595405,98.48%,817,1554,592,12331.5,192487,2.93195,2.66612,989,19,2,1
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,3193407,Negai no Hana,,5.8634,132270,85.76%,191,1554,79401,4569.97,23159,2.93195,2.66612,806,173,20,12
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,3193407,Negai no Hana,,5.8634,69035,80.09%,134,1554,30050,6126.34,64570,2.93195,2.66612,741,189,34,47
MRC: Qualifier Lobby L9,103597174,12058601,Squinkiezi,El Gato,125448,Pure Ruby,,5.84264,446057,92.22%,480,850,7978,8151.81,35536,2.31266,3.13797,587,69,3,3
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,125448,Pure Ruby,,5.84264,952563,95.57%,849,850,4394,9095.51,58629,2.31266,3.13797,618,44,0,0
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,125448,Pure Ruby,,5.84264,577966,97.08%,424,850,357,13101,114878,2.31266,3.13797,634,26,0,2
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,125448,Pure Ruby,,5.84264,231512,86.96%,308,850,72088,4730.08,56571,2.31266,3.13797,546,81,16,19
MRC: Qualifier Lobby L9,103597174,2892260,Maytide,just for fun,125448,Pure Ruby,,5.84264,93564,60.35%,219,850,33339,5966.19,46451,2.31266,3.13797,296,273,75,18
MRC: Qualifier Lobby L9,103597174,9728880,Gore_,El Gato,125448,Pure Ruby,,5.84264,522871,92.27%,521,850,5768,8650.72,46531,2.31266,3.13797,587,69,5,1
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,125448,Pure Ruby,,5.84264,494046,90.03%,592,850,29639,6145.98,31450,2.31266,3.13797,566,85,10,1
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,125448,Pure Ruby,,5.84264,540425,97.41%,361,850,592,12331.5,192487,2.31266,3.13797,638,18,5,1
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,125448,Pure Ruby,,5.84264,50364,63.65%,79,850,79401,4569.97,23159,2.31266,3.13797,335,230,58,39
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,125448,Pure Ruby,,5.84264,50544,70.17%,104,850,30050,6126.34,64570,2.31266,3.13797,398,173,53,38
MRC: Qualifier Lobby L9,103597174,12835025,txFPS,El Gato,3604780,Hi wa Mata Noboru kara,,4.45258,450816,96.53%,437,1210,11584,7602.95,45144,2.31829,1.89432,804,34,2,5
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,3604780,Hi wa Mata Noboru kara,,4.45258,897923,98.28%,996,1210,4394,9095.51,58629,2.31829,1.89432,824,19,1,1
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,3604780,Hi wa Mata Noboru kara,,4.45258,1166743,99.21%,1210,1210,357,13101,114878,2.31829,1.89432,835,10,0,0
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,3604780,Hi wa Mata Noboru kara,,4.45258,158923,87.85%,205,1210,72088,4730.08,56571,2.31829,1.89432,706,99,20,20
MRC: Qualifier Lobby L9,103597174,2892260,Maytide,just for fun,3604780,Hi wa Mata Noboru kara,,4.45258,280094,85.66%,392,1210,33339,5966.19,46451,2.31829,1.89432,666,170,7,2
MRC: Qualifier Lobby L9,103597174,9728880,Gore_,El Gato,3604780,Hi wa Mata Noboru kara,,4.45258,1064722,96.53%,1210,1210,5768,8650.72,46531,2.31829,1.89432,801,44,0,0
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,3604780,Hi wa Mata Noboru kara,,4.45258,362188,95.31%,351,1210,29639,6145.98,31450,2.31829,1.89432,791,38,10,6
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,3604780,Hi wa Mata Noboru kara,,4.45258,788575,99.25%,767,1210,592,12331.5,192487,2.31829,1.89432,836,8,0,1
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,3604780,Hi wa Mata Noboru kara,,4.45258,139967,80.75%,325,1210,79401,4569.97,23159,2.31829,1.89432,622,161,40,22
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,3604780,Hi wa Mata Noboru kara,,4.45258,103005,72.98%,337,1210,30050,6126.34,64570,2.31829,1.89432,531,235,44,35
MRC: Qualifier Lobby L9,103597174,12058601,Squinkiezi,El Gato,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,470968,92.41%,796,1478,7978,8151.81,35536,1.98972,2.29224,844,97,4,4
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,874631,95.36%,1317,1478,4394,9095.51,58629,1.98972,2.29224,884,61,4,0
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,1139953,98.45%,1476,1478,357,13101,114878,1.98972,2.29224,927,22,0,0
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,126974,82.98%,261,1478,72088,4730.08,56571,1.98972,2.29224,724,175,31,19
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,358567,92.89%,507,1478,29639,6145.98,31450,1.98972,2.29224,850,93,3,3
MRC: Qualifier Lobby L9,103597174,9728880,Gore_,El Gato,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,752482,96.31%,1106,1478,5768,8650.72,46531,1.98972,2.29224,897,51,0,1
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,31526,63.40%,103,1478,30050,6126.34,64570,1.98972,2.29224,477,330,88,54
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,438738,92.83%,715,1478,592,12331.5,192487,1.98972,2.29224,851,84,12,2
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,39723,64.77%,225,1478,79401,4569.97,23159,1.98972,2.29224,510,257,114,68
MRC: Qualifier Lobby L9,103597174,19560277,beastytg,just for fun,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,79421,78.87%,151,1478,26498,6326.39,65228,1.98972,2.29224,674,191,65,19
MRC: Qualifier Lobby L9,103597174,12058601,Squinkiezi,El Gato,3335524,EOS,,4.23177,661128,95.48%,434,823,7978,8151.81,35536,1.79658,2.20561,465,31,1,1
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,3335524,EOS,,4.23177,756088,97.89%,510,823,4394,9095.51,58629,1.79658,2.20561,483,13,1,1
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,3335524,EOS,,4.23177,1212392,99.73%,823,823,357,13101,114878,1.79658,2.20561,496,2,0,0
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,3335524,EOS,,4.23177,412106,90.80%,308,823,72088,4730.08,56571,1.79658,2.20561,431,62,3,2
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,3335524,EOS,,4.23177,633014,91.33%,604,823,29639,6145.98,31450,1.79658,2.20561,434,61,3,0
MRC: Qualifier Lobby L9,103597174,9728880,Gore_,El Gato,3335524,EOS,,4.23177,1127396,97.86%,823,823,5768,8650.72,46531,1.79658,2.20561,482,16,0,0
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,3335524,EOS,,4.23177,212012,79.85%,327,823,30050,6126.34,64570,1.79658,2.20561,355,119,18,6
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,3335524,EOS,,4.23177,636326,97.32%,464,823,592,12331.5,192487,1.79658,2.20561,479,16,2,1
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,3335524,EOS,,4.23177,195867,82.63%,222,823,79401,4569.97,23159,1.79658,2.20561,374,104,17,3
MRC: Qualifier Lobby L9,103597174,19560277,beastytg,just for fun,3335524,EOS,,4.23177,132882,81.09%,120,823,26498,6326.39,65228,1.79658,2.20561,364,110,19,5
MRC: Qualifier Lobby L9,103597174,12835025,txFPS,El Gato,2279885,Hotohashiru,,5.65755,460161,92.92%,1005,1642,11584,7602.95,45144,2.89526,2.48388,951,107,1,3
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,2279885,Hotohashiru,,5.65755,936350,96.69%,1581,1642,4394,9095.51,58629,2.89526,2.48388,1010,50,1,1
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,2279885,Hotohashiru,,5.65755,858528,98.65%,1439,1642,357,13101,114878,2.89526,2.48388,1042,17,0,3
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,2279885,Hotohashiru,,5.65755,277374,94.21%,337,1642,72088,4730.08,56571,2.89526,2.48388,979,58,13,12
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,2279885,Hotohashiru,,5.65755,230879,91.07%,402,1642,29639,6145.98,31450,2.89526,2.48388,931,100,17,14
MRC: Qualifier Lobby L9,103597174,9728880,Gore_,El Gato,2279885,Hotohashiru,,5.65755,160500,95.76%,503,1642,5768,8650.72,46531,2.89526,2.48388,1002,41,8,11
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,2279885,Hotohashiru,,5.65755,56526,74.31%,210,1642,30050,6126.34,64570,2.89526,2.48388,687,290,33,52
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,2279885,Hotohashiru,,5.65755,926755,98.68%,1500,1642,592,12331.5,192487,2.89526,2.48388,1042,18,0,2
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,2279885,Hotohashiru,,5.65755,315925,95.67%,377,1642,79401,4569.97,23159,2.89526,2.48388,997,53,8,4
MRC: Qualifier Lobby L9,103597174,2892260,Maytide,just for fun,2279885,Hotohashiru,,5.65755,286152,91.27%,486,1642,33339,5966.19,46452,2.89526,2.48388,933,102,14,13
MRC: Qualifier Lobby L9,103597174,12835025,txFPS,El Gato,2643263,LEMONS feat. kennedi,,4.58903,931188,95.28%,695,701,11584,7602.95,45144,2.46422,1.81649,493,36,0,1
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,2643263,LEMONS feat. kennedi,,4.58903,654418,96.79%,455,701,4394,9095.51,58629,2.46422,1.81649,505,24,0,1
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,2643263,LEMONS feat. kennedi,,4.58903,933789,95.22%,701,701,357,13101,114878,2.46422,1.81649,492,38,0,0
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,2643263,LEMONS feat. kennedi,,4.58903,241244,88.84%,175,701,72088,4730.08,56571,2.46422,1.81649,447,71,1,11
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,2643263,LEMONS feat. kennedi,,4.58903,150386,86.92%,109,701,29639,6145.98,31450,2.46422,1.81649,438,65,6,21
MRC: Qualifier Lobby L9,103597174,12058601,Squinkiezi,El Gato,2643263,LEMONS feat. kennedi,,4.58903,617276,97.70%,374,701,7978,8151.81,35536,2.46422,1.81649,513,14,1,2
MRC: Qualifier Lobby L9,103597174,6867235,stickilas,i ordered a happy meal but I'm still sad ... wtf,2643263,LEMONS feat. kennedi,,4.58903,53656,66.23%,91,701,30050,6126.34,64570,2.46422,1.81649,289,178,16,47
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,2643263,LEMONS feat. kennedi,,4.58903,756187,97.89%,564,701,592,12331.5,192487,2.46422,1.81649,514,14,1,1
MRC: Qualifier Lobby L9,103597174,7345342,SandwichMaster,i ordered a happy meal but I'm still sad ... wtf,2643263,LEMONS feat. kennedi,,4.58903,317635,93.81%,234,701,79401,4569.97,23159,2.46422,1.81649,487,27,7,9
MRC: Qualifier Lobby L9,103597174,2892260,Maytide,just for fun,2643263,LEMONS feat. kennedi,,4.58903,244579,89.21%,226,701,33339,5966.19,46452,2.46422,1.81649,450,67,3,10
MRC: Qualifier Lobby L22,103598270,15342657,torriru,RUN IT DOWN,2510762,Sakura no Uta,,6.33815,645422,99.37%,788,1299,1777,10525.6,89910,3.30298,2.69249,925,6,1,1
MRC: Qualifier Lobby L22,103598270,3545323,alden,RUN IT DOWN,2510762,Sakura no Uta,,6.33815,698210,97.96%,1013,1299,389,12975.5,169312,3.30298,2.69249,905,27,0,1
MRC: Qualifier Lobby L22,103598270,15342657,torriru,RUN IT DOWN,3650832,Youyoumu ~ Run or Dash,,6.44149,663619,98.34%,1045,1476,1777,10525.6,89910,3.05678,3.10891,1217,16,6,5
MRC: Qualifier Lobby L22,103598270,3545323,alden,RUN IT DOWN,3650832,Youyoumu ~ Run or Dash,,6.44149,623782,96.80%,1052,1476,389,12975.5,169312,3.05678,3.10891,1185,57,1,1
MRC: Qualifier Lobby L22,103598270,15342657,torriru,RUN IT DOWN,3239350,Beast (Vorso Remix),,5.90475,315191,94.34%,442,1532,1777,10525.6,89910,2.96287,2.67198,851,61,8,5
MRC: Qualifier Lobby L22,103598270,3545323,alden,RUN IT DOWN,3239350,Beast (Vorso Remix),,5.90475,406967,95.21%,620,1532,389,12975.5,169312,2.96287,2.67198,860,61,2,2
MRC: Qualifier Lobby L22,103598270,15342657,torriru,RUN IT DOWN,3634861,Feel Good Inc.,,5.11464,102292,81.31%,178,1169,1777,10525.6,89910,2.63009,2.22698,527,143,16,24
MRC: Qualifier Lobby L22,103598270,7278229,dastush,RUN IT DOWN,3634861,Feel Good Inc.,,5.11464,53080,73.36%,123,1169,23366,6519.55,54218,2.63009,2.22698,459,162,47,42
MRC: Qualifier Lobby L22,103598270,15342657,torriru,RUN IT DOWN,3193407,Negai no Hana,,5.8634,375062,95.24%,506,1554,1777,10525.6,89910,2.93195,2.66612,943,58,3,7
MRC: Qualifier Lobby L22,103598270,3545323,alden,RUN IT DOWN,3193407,Negai no Hana,,5.8634,917335,94.07%,1553,1554,389,12975.5,169312,2.93195,2.66612,921,90,0,0
MRC: Qualifier Lobby L22,103598270,15342657,torriru,RUN IT DOWN,125448,Pure Ruby,,5.84264,384942,91.84%,347,850,1777,10525.6,89910,2.31266,3.13797,583,72,6,1
MRC: Qualifier Lobby L22,103598270,3545323,alden,RUN IT DOWN,125448,Pure Ruby,,5.84264,854232,91.92%,850,850,389,12975.5,169312,2.31266,3.13797,582,79,1,0
MRC: Qualifier Lobby L22,103598270,15342657,torriru,RUN IT DOWN,3604780,Hi wa Mata Noboru kara,,4.45258,741613,98.88%,631,1210,1777,10525.6,89910,2.31829,1.89432,831,13,1,0
MRC: Qualifier Lobby L22,103598270,3545323,alden,RUN IT DOWN,3604780,Hi wa Mata Noboru kara,,4.45258,1147032,98.74%,1209,1210,389,12975.5,169312,2.31829,1.89432,829,16,0,0
MRC: Qualifier Lobby L22,103598270,15342657,torriru,RUN IT DOWN,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,521521,93.61%,837,1478,1777,10525.6,89910,1.98972,2.29224,861,78,8,2
MRC: Qualifier Lobby L22,103598270,3545323,alden,RUN IT DOWN,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,1033673,95.42%,1472,1478,389,12975.5,169312,1.98972,2.29224,884,64,1,0
MRC: Qualifier Lobby L22,103598270,7278229,dastush,RUN IT DOWN,3335524,EOS,,4.23177,319981,86.51%,376,823,23366,6519.55,54218,1.79658,2.20561,401,85,9,3
MRC: Qualifier Lobby L22,103598270,3545323,alden,RUN IT DOWN,3335524,EOS,,4.23177,972823,92.57%,823,823,389,12975.5,169312,1.79658,2.20561,443,53,2,0
MRC: Qualifier Lobby L22,103598270,15342657,torriru,RUN IT DOWN,2279885,Hotohashiru,,5.65755,541146,97.80%,888,1642,1777,10525.6,89910,2.89526,2.48388,1030,25,2,5
MRC: Qualifier Lobby L22,103598270,3545323,alden,RUN IT DOWN,2279885,Hotohashiru,,5.65755,504775,93.85%,1058,1642,389,12975.5,169312,2.89526,2.48388,967,86,6,3
MRC: Qualifier Lobby L22,103598270,15342657,torriru,RUN IT DOWN,2643263,LEMONS feat. kennedi,,4.58903,369115,94.21%,288,701,1777,10525.6,89910,2.46422,1.81649,487,36,2,5
MRC: Qualifier Lobby L22,103598270,3545323,alden,RUN IT DOWN,2643263,LEMONS feat. kennedi,,4.58903,303623,91.19%,218,701,389,12975.5,169312,2.46422,1.81649,462,63,2,3
MRC: Qualifier Lobby L19,103614097,19606212,[darkness],PGA Tour Champions,2510762,Sakura no Uta,,6.33815,592802,99.14%,804,1299,6512,8455.1,29250,3.30298,2.69249,923,6,0,4
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,2510762,Sakura no Uta,,6.33815,269741,94.93%,288,1299,6599,8433.42,81562,3.30298,2.69249,874,33,4,22
MRC: Qualifier Lobby L19,103614097,19606212,[darkness],PGA Tour Champions,3650832,Youyoumu ~ Run or Dash,,6.44149,538934,97.91%,778,1476,6512,8455.1,29250,3.05678,3.10891,1207,31,4,2
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,3650832,Youyoumu ~ Run or Dash,,6.44149,307456,93.97%,493,1476,6599,8433.42,81562,3.05678,3.10891,1144,71,8,21
MRC: Qualifier Lobby L19,103614097,19606212,[darkness],PGA Tour Champions,3239350,Beast (Vorso Remix),,5.90475,417842,95.05%,796,1532,6512,8455.1,29250,2.96287,2.67198,860,55,5,5
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,3239350,Beast (Vorso Remix),,5.90475,194814,90.45%,233,1532,6599,8433.42,81562,2.96287,2.67198,800,104,12,9
MRC: Qualifier Lobby L19,103614097,19606212,[darkness],PGA Tour Champions,3634861,Feel Good Inc.,,5.11464,209596,91.95%,229,1169,6512,8455.1,29250,2.63009,2.22698,638,37,15,20
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,3634861,Feel Good Inc.,,5.11464,119894,83.76%,236,1169,6599,8433.42,81562,2.63009,2.22698,551,121,20,18
MRC: Qualifier Lobby L19,103614097,19606212,[darkness],PGA Tour Champions,3193407,Negai no Hana,,5.8634,471975,94.77%,838,1554,6512,8455.1,29250,2.93195,2.66612,934,71,3,3
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,3193407,Negai no Hana,,5.8634,396981,94.21%,734,1554,6599,8433.42,81562,2.93195,2.66612,929,66,9,7
MRC: Qualifier Lobby L19,103614097,19606212,[darkness],PGA Tour Champions,125448,Pure Ruby,,5.84264,348014,93.00%,281,850,6512,8455.1,29250,2.31266,3.13797,597,51,10,4
